method,LOC,Cyclomatic,FanIn,FanOut
org.apache.avro.file.XZCodec.toString(),3,1,1,2
org.apache.avro.tool.TestTetherTool.test(),44,3,3,30
"org.apache.avro.mapreduce.AvroKeyValueRecordReader.AvroKeyValueRecordReader(Schema, Schema)",5,1,3,7
org.apache.avro.mapreduce.AvroKeyValueRecordReader.nextKeyValue(),12,2,2,7
org.apache.avro.mapreduce.AvroKeyValueRecordReader.getCurrentKey(),3,1,1,1
org.apache.avro.mapreduce.AvroKeyValueRecordReader.getCurrentValue(),3,1,1,1
org.apache.avro.mapreduce.AvroRecordReaderBase.AvroRecordReaderBase(Schema),4,1,3,3
"org.apache.avro.mapreduce.AvroRecordReaderBase.initialize(InputSplit, TaskAttemptContext)",16,2,4,14
org.apache.avro.mapreduce.AvroRecordReaderBase.nextKeyValue(),8,2,5,5
org.apache.avro.mapreduce.AvroRecordReaderBase.getProgress(),10,2,4,4
org.apache.avro.mapreduce.AvroRecordReaderBase.close(),9,2,1,2
org.apache.avro.mapreduce.AvroRecordReaderBase.getCurrentRecord(),3,1,3,1
"org.apache.avro.mapreduce.AvroRecordReaderBase.createSeekableInput(Configuration, Path)",4,1,3,2
"org.apache.avro.mapreduce.AvroRecordReaderBase.createAvroFileReader(SeekableInput, DatumReader<T>)",4,1,3,2
org.apache.avro.SchemaValidatorBuilder.strategy(SchemaValidationStrategy),4,1,2,2
org.apache.avro.SchemaValidatorBuilder.canReadStrategy(),4,1,2,2
org.apache.avro.SchemaValidatorBuilder.canBeReadStrategy(),4,1,5,2
org.apache.avro.SchemaValidatorBuilder.mutualReadStrategy(),4,1,3,2
org.apache.avro.SchemaValidatorBuilder.validateLatest(),4,1,5,3
org.apache.avro.SchemaValidatorBuilder.validateAll(),4,1,8,3
org.apache.avro.SchemaValidatorBuilder.valid(),5,2,3,1
"org.apache.avro.ValidateCanRead.validate(Schema, Schema)",4,1,2,1
org.apache.avro.mapred.tether.TetherKeyComparator.setConf(Configuration),5,2,1,3
"org.apache.avro.mapred.tether.TetherKeyComparator.compare(byte[], int, int, byte[], int, int)",6,2,7,3
"org.apache.avro.mapred.tether.TetherKeyComparator.compare(TetherData, TetherData)",7,2,3,5
org.apache.avro.ipc.TestNettyServerWithCallbacks.initializeConnections(),10,1,6,10
org.apache.avro.ipc.TestNettyServerWithCallbacks.tearDownConnections(),8,3,2,2
org.apache.avro.ipc.TestNettyServerWithCallbacks.greeting(),20,1,2,6
org.apache.avro.ipc.TestNettyServerWithCallbacks.echo(),25,1,2,11
org.apache.avro.ipc.TestNettyServerWithCallbacks.add(),20,1,2,7
org.apache.avro.ipc.TestNettyServerWithCallbacks.echoBytes(),21,1,2,7
org.apache.avro.ipc.TestNettyServerWithCallbacks.error(),39,4,4,17
org.apache.avro.ipc.TestNettyServerWithCallbacks.ack(),9,1,4,8
org.apache.avro.ipc.TestNettyServerWithCallbacks.testSendAfterChannelClose(),50,5,7,19
org.apache.avro.ipc.TestNettyServerWithCallbacks.cancelPendingRequestsOnTransceiverClose(),36,3,5,21
org.apache.avro.ipc.TestNettyServerWithCallbacks.cancelPendingRequestsAfterChannelCloseByServerShutdown(),37,2,3,18
org.apache.avro.ipc.TestNettyServerWithCallbacks.clientReconnectAfterServerRestart(),29,2,3,13
org.apache.avro.ipc.TestNettyServerWithCallbacks.performanceTest(),34,2,2,13
org.apache.avro.file.BZip2Codec.getName(),1,1,2,1
org.apache.avro.file.BZip2Codec.compress(ByteBuffer),13,1,1,9
org.apache.avro.file.BZip2Codec.decompress(ByteBuffer),16,2,3,10
org.apache.avro.file.BZip2Codec.hashCode(),1,1,0,3
org.apache.avro.file.BZip2Codec.equals(Object),7,3,1,2
org.apache.avro.file.BZip2Codec.getOutputBuffer(int),7,2,3,4
org.apache.avro.specific.SpecificExceptionBase.SpecificExceptionBase(),3,1,0,2
org.apache.avro.specific.SpecificExceptionBase.SpecificExceptionBase(Throwable),3,1,1,2
org.apache.avro.specific.SpecificExceptionBase.SpecificExceptionBase(Object),3,1,1,2
"org.apache.avro.specific.SpecificExceptionBase.SpecificExceptionBase(Object, Throwable)",3,1,2,2
org.apache.avro.specific.SpecificExceptionBase.getSchema(),1,1,3,1
org.apache.avro.specific.SpecificExceptionBase.get(int),1,1,0,1
"org.apache.avro.specific.SpecificExceptionBase.put(int, Object)",1,1,0,0
org.apache.avro.specific.SpecificExceptionBase.equals(Object),6,4,1,5
org.apache.avro.specific.SpecificExceptionBase.hashCode(),3,1,0,4
org.apache.avro.specific.SpecificExceptionBase.writeExternal(ObjectOutput),2,1,0,0
org.apache.avro.specific.SpecificExceptionBase.readExternal(ObjectInput),2,1,0,0
org.apache.avro.specific.TestRecordWithoutLogicalTypes.getClassSchema(),1,1,4,1
org.apache.avro.specific.TestRecordWithoutLogicalTypes.TestRecordWithoutLogicalTypes(),1,1,1,1
"org.apache.avro.specific.TestRecordWithoutLogicalTypes.TestRecordWithoutLogicalTypes(java.lang.Boolean, java.lang.Integer, java.lang.Long, java.lang.Float, java.lang.Double, java.lang.String, java.lang.Integer, java.lang.Integer, java.lang.Long)",11,1,12,10
org.apache.avro.specific.TestRecordWithoutLogicalTypes.getSchema(),1,1,1,1
org.apache.avro.specific.TestRecordWithoutLogicalTypes.get(int),14,10,10,1
"org.apache.avro.specific.TestRecordWithoutLogicalTypes.put(int, java.lang.Object)",14,10,2,9
org.apache.avro.specific.TestRecordWithoutLogicalTypes.getB(),3,1,1,1
org.apache.avro.specific.TestRecordWithoutLogicalTypes.getI32(),3,1,1,1
org.apache.avro.specific.TestRecordWithoutLogicalTypes.getI64(),3,1,1,1
org.apache.avro.specific.TestRecordWithoutLogicalTypes.getF32(),3,1,1,1
org.apache.avro.specific.TestRecordWithoutLogicalTypes.getF64(),3,1,1,1
org.apache.avro.specific.TestRecordWithoutLogicalTypes.getS(),3,1,1,1
org.apache.avro.specific.TestRecordWithoutLogicalTypes.getD(),3,1,1,1
org.apache.avro.specific.TestRecordWithoutLogicalTypes.getT(),3,1,1,1
org.apache.avro.specific.TestRecordWithoutLogicalTypes.getTs(),3,1,1,1
org.apache.avro.specific.TestRecordWithoutLogicalTypes.newBuilder(),3,1,0,1
org.apache.avro.specific.TestRecordWithoutLogicalTypes.newBuilder(TestRecordWithoutLogicalTypes.Builder),3,1,1,1
org.apache.avro.specific.TestRecordWithoutLogicalTypes.newBuilder(TestRecordWithoutLogicalTypes),3,1,1,1
org.apache.avro.TestSchemaValidation.testAllTypes(),20,1,1,28
org.apache.avro.TestSchemaValidation.testReadOnePrior(),5,1,5,4
org.apache.avro.TestSchemaValidation.testReadAllPrior(),5,1,6,4
org.apache.avro.TestSchemaValidation.testOnePriorCanRead(),4,1,4,4
org.apache.avro.TestSchemaValidation.testAllPriorCanRead(),4,1,5,4
org.apache.avro.TestSchemaValidation.testOnePriorCompatible(),4,1,4,4
org.apache.avro.TestSchemaValidation.testAllPriorCompatible(),4,1,5,4
org.apache.avro.TestSchemaValidation.testInvalidBuild(),3,1,1,2
org.apache.avro.TestSchemaValidation.testReflectMatchStructure(),4,1,2,5
org.apache.avro.TestSchemaValidation.testReflectWithAllowNullMatchStructure(),4,1,2,5
"org.apache.avro.TestSchemaValidation.testValidatorPasses(SchemaValidator, Schema, Schema...)",8,2,13,3
"org.apache.avro.TestSchemaValidation.testValidatorFails(SchemaValidator, Schema, Schema...)",14,3,10,4
org.apache.trevni.avro.mapreduce.TestKeyWordCount.testIOFormat(),4,1,0,2
org.apache.trevni.avro.mapreduce.TestKeyWordCount.checkOutputFormat(),18,1,4,18
org.apache.trevni.avro.mapreduce.TestKeyWordCount.checkInputFormat(),18,1,4,13
org.apache.avro.mapred.TestWeather.tearDown(),6,1,4,1
org.apache.avro.mapred.TestWeather.testMapOnly(),24,2,1,18
org.apache.avro.mapred.TestWeather.testSort(),32,2,7,24
org.apache.avro.hadoop.io.TestAvroSerialization.testAccept(),7,1,0,3
org.apache.avro.hadoop.io.TestAvroSerialization.testGetSerializerForKey(),12,1,1,8
org.apache.avro.hadoop.io.TestAvroSerialization.testGetSerializerForValue(),12,1,1,8
org.apache.avro.hadoop.io.TestAvroSerialization.testGetDeserializerForKey(),12,1,1,8
org.apache.avro.hadoop.io.TestAvroSerialization.testGetDeserializerForValue(),12,1,1,8
org.apache.avro.hadoop.io.TestAvroSerialization.testClassPath(),11,1,1,7
"org.apache.avro.hadoop.io.TestAvroSerialization.roundTrip(Schema, T, Class<? extends GenericData>)",20,2,4,16
org.apache.avro.hadoop.io.TestAvroSerialization.testRoundTrip(),5,1,1,3
org.apache.avro.file.TestBZip2Codec.testBZip2CompressionAndDecompression(),21,3,2,10
org.apache.avro.mapred.tether.TetherReducer.configure(JobConf),3,1,1,1
"org.apache.avro.mapred.tether.TetherReducer.reduce(TetherData, Iterator<NullWritable>, OutputCollector<TetherData, NullWritable>, Reporter)",20,4,8,11
org.apache.avro.mapred.tether.TetherReducer.close(),14,4,5,5
"org.apache.avro.mapred.tether.TetherOutputFormat.setDeflateLevel(JobConf, int)",4,1,3,2
"org.apache.avro.mapred.tether.TetherOutputFormat.getRecordWriter(FileSystem, JobConf, String, Progressable)",23,2,5,11
org.apache.avro.mapred.tether.TetherKeySerialization.accept(Class<?>),3,1,1,2
org.apache.avro.mapred.tether.TetherKeySerialization.getDeserializer(Class<TetherData>),3,1,0,1
org.apache.avro.mapred.tether.TetherKeySerialization.getSerializer(Class<TetherData>),3,1,0,1
"org.apache.avro.mapreduce.AvroKeyRecordWriter.AvroKeyRecordWriter(Schema, GenericData, CodecFactory, OutputStream, int)",7,1,8,7
"org.apache.avro.mapreduce.AvroKeyRecordWriter.AvroKeyRecordWriter(Schema, GenericData, CodecFactory, OutputStream)",5,1,7,2
"org.apache.avro.mapreduce.AvroKeyRecordWriter.write(AvroKey<T>, NullWritable)",3,1,4,2
org.apache.avro.mapreduce.AvroKeyRecordWriter.close(TaskAttemptContext),3,1,3,1
org.apache.avro.mapreduce.AvroKeyRecordWriter.sync(),3,1,2,2
org.apache.avro.io.TestJsonDecoder.testInt(),3,1,0,1
org.apache.avro.io.TestJsonDecoder.testLong(),3,1,0,1
org.apache.avro.io.TestJsonDecoder.testFloat(),3,1,0,1
org.apache.avro.io.TestJsonDecoder.testDouble(),3,1,0,1
"org.apache.avro.io.TestJsonDecoder.checkNumeric(String, Object)",14,2,6,7
org.apache.avro.io.TestJsonDecoder.testReorderFields(),15,1,0,6
"org.apache.avro.file.DataFileReader12.DataFileReader12(SeekableInput, DatumReader<D>)",34,6,14,27
org.apache.avro.file.DataFileReader12.getMeta(String),3,1,4,2
org.apache.avro.file.DataFileReader12.getMetaString(String),11,3,4,4
org.apache.avro.file.DataFileReader12.getMetaLong(String),3,1,2,3
org.apache.avro.file.DataFileReader12.getSchema(),1,1,1,1
org.apache.avro.file.DataFileReader12.iterator(),1,1,0,1
org.apache.avro.file.DataFileReader12.hasNext(),6,2,2,3
org.apache.avro.file.DataFileReader12.next(),12,3,3,4
org.apache.avro.file.DataFileReader12.remove(),1,1,0,1
org.apache.avro.file.DataFileReader12.next(D),13,4,7,8
org.apache.avro.file.DataFileReader12.skipSync(),5,2,4,3
org.apache.avro.file.DataFileReader12.seek(long),6,1,6,6
org.apache.avro.file.DataFileReader12.sync(long),21,6,7,7
org.apache.avro.file.DataFileReader12.pastSync(long),3,1,4,2
org.apache.avro.file.DataFileReader12.tell(),1,1,1,2
org.apache.avro.file.DataFileReader12.close(),3,1,1,1
org.apache.trevni.NullChecksum.size(),1,1,0,1
org.apache.trevni.NullChecksum.compute(ByteBuffer),3,1,0,2
org.apache.trevni.Crc32Checksum.size(),1,1,1,1
org.apache.trevni.Crc32Checksum.compute(ByteBuffer),8,1,2,11
org.apache.avro.SchemaNormalization.SchemaNormalization(),1,1,0,1
org.apache.avro.SchemaNormalization.toParsingForm(Schema),8,2,7,6
"org.apache.avro.SchemaNormalization.fingerprint(String, byte[])",15,3,3,5
org.apache.avro.SchemaNormalization.fingerprint64(byte[]),6,2,6,1
"org.apache.avro.SchemaNormalization.parsingFingerprint(String, Schema)",7,2,3,5
org.apache.avro.SchemaNormalization.parsingFingerprint64(Schema),6,2,5,5
"org.apache.avro.SchemaNormalization.build(Map<String, String>, Schema, Appendable)",48,17,10,17
org.apache.avro.reflect.FieldAccess.getAccessor(Field),1,1,2,1
"org.apache.avro.io.parsing.TestResolvingGrammarGenerator.TestResolvingGrammarGenerator(String, String)",7,1,2,6
org.apache.avro.io.parsing.TestResolvingGrammarGenerator.test(),8,1,2,6
org.apache.avro.io.parsing.TestResolvingGrammarGenerator.testRecordMissingRequiredFieldError(),22,2,1,16
org.apache.avro.io.parsing.TestResolvingGrammarGenerator.data(),32,1,0,2
"org.apache.avro.io.parsing.TestResolvingGrammarGenerator.writeRecord(Schema, GenericData.Record)",12,1,3,8
"org.apache.avro.io.parsing.TestResolvingGrammarGenerator.readRecord(Schema, byte[])",10,1,3,6
org.apache.avro.ipc.ResponderServlet.ResponderServlet(Responder),3,1,4,2
"org.apache.avro.ipc.ResponderServlet.doPost(HttpServletRequest, HttpServletResponse)",14,2,5,8
"org.apache.avro.mapred.DelegatingInputFormat.getSplits(JobConf, int)",51,9,3,23
"org.apache.avro.mapred.DelegatingInputFormat.getRecordReader(InputSplit, JobConf, Reporter)",10,1,3,7
org.apache.avro.mapred.TestAvroMultipleOutputs.runTestsInOrder(),9,1,0,7
org.apache.avro.mapred.TestAvroMultipleOutputs.testJob(),22,1,2,20
org.apache.avro.mapred.TestAvroMultipleOutputs.testProjection(),33,3,2,15
org.apache.avro.mapred.TestAvroMultipleOutputs.testProjection_newmethods(),33,3,2,15
org.apache.avro.mapred.TestAvroMultipleOutputs.testProjection1(),24,3,3,18
org.apache.avro.mapred.TestAvroMultipleOutputs.testProjection_newmethods_1(),24,3,3,18
org.apache.avro.mapred.TestAvroMultipleOutputs.testJob_noreducer(),18,1,2,18
org.apache.avro.mapred.TestAvroMultipleOutputs.testProjection_noreducer(),18,2,2,16
org.apache.avro.file.SeekableByteArrayInput.SeekableByteArrayInput(byte[]),3,1,5,2
org.apache.avro.file.SeekableByteArrayInput.length(),3,1,1,1
org.apache.avro.file.SeekableByteArrayInput.seek(long),4,1,1,2
org.apache.avro.file.SeekableByteArrayInput.tell(),3,1,1,1
org.apache.avro.protobuf.Test.Test(),1,1,0,1
org.apache.avro.protobuf.Test.registerAllExtensions(com.google.protobuf.ExtensionRegistry),3,1,0,0
org.apache.avro.protobuf.Test.getDescriptor(),3,1,3,1
"org.apache.avro.compiler.specific.SchemaTask.doCompile(File, File)",7,1,2,5
org.apache.avro.compiler.specific.ProtocolTask.setFile(File),1,1,1,1
org.apache.avro.compiler.specific.ProtocolTask.setDestdir(File),1,1,1,1
org.apache.avro.compiler.specific.ProtocolTask.setStringType(StringType),1,1,1,1
org.apache.avro.compiler.specific.ProtocolTask.getStringType(),1,1,3,1
org.apache.avro.compiler.specific.ProtocolTask.addFileset(FileSet),1,1,2,1
org.apache.avro.compiler.specific.ProtocolTask.execute(),16,5,3,8
"org.apache.avro.compiler.specific.ProtocolTask.doCompile(File, File)",6,1,3,5
org.apache.avro.compiler.specific.ProtocolTask.compile(File),9,3,5,1
"org.apache.avro.ipc.stats.Histogram.Histogram(Segmenter<B, T>)",5,1,5,6
org.apache.avro.ipc.stats.Histogram.add(T),9,2,8,6
org.apache.avro.ipc.stats.Histogram.getHistogram(),3,1,3,1
org.apache.avro.ipc.stats.Histogram.getSegmenter(),3,1,3,1
org.apache.avro.ipc.stats.Histogram.getRecentAdditions(),3,1,3,1
org.apache.avro.ipc.stats.Histogram.getCount(),3,1,4,1
org.apache.avro.ipc.stats.Histogram.toString(),13,3,3,7
org.apache.avro.ipc.stats.Histogram.entries(),3,1,2,1
"org.apache.trevni.avro.mapreduce.AvroTrevniKeyValueInputFormat.createRecordReader(InputSplit, TaskAttemptContext)",5,1,0,1
org.apache.trevni.avro.mapreduce.AvroTrevniKeyValueRecordReader.getCurrentKey(),4,1,1,1
org.apache.trevni.avro.mapreduce.AvroTrevniKeyValueRecordReader.getCurrentValue(),4,1,1,1
org.apache.trevni.avro.mapreduce.AvroTrevniKeyValueRecordReader.nextKeyValue(),7,1,2,7
example.MapReduceAvroWordCount.run(String[]),23,2,6,18
example.MapReduceAvroWordCount.main(String[]),5,1,1,2
org.apache.avro.mapreduce.AvroKeyRecordReader.AvroKeyRecordReader(Schema),4,1,2,4
org.apache.avro.mapreduce.AvroKeyRecordReader.nextKeyValue(),5,1,1,4
org.apache.avro.mapreduce.AvroKeyRecordReader.getCurrentKey(),3,1,1,1
org.apache.avro.mapreduce.AvroKeyRecordReader.getCurrentValue(),3,1,0,2
"org.apache.avro.ipc.stats.FloatHistogram.FloatHistogram(Segmenter<B, Float>)",3,1,3,2
org.apache.avro.ipc.stats.FloatHistogram.add(Float),5,1,3,3
org.apache.avro.ipc.stats.FloatHistogram.getMean(),6,2,6,1
org.apache.avro.ipc.stats.FloatHistogram.getUnbiasedStdDev(),7,2,5,3
"org.apache.avro.io.TestBlockingIO2.TestBlockingIO2(int, int, String)",13,1,3,13
org.apache.avro.io.TestBlockingIO2.testScan(),3,1,3,1
org.apache.avro.io.TestBlockingIO2.data(),88,1,0,2
org.apache.avro.TestCompare.testNull(),5,1,0,5
org.apache.avro.TestCompare.testBoolean(),3,1,2,1
org.apache.avro.TestCompare.testString(),6,1,0,2
org.apache.avro.TestCompare.testBytes(),11,1,0,2
org.apache.avro.TestCompare.testInt(),4,1,0,2
org.apache.avro.TestCompare.testLong(),4,1,0,2
org.apache.avro.TestCompare.testFloat(),4,1,0,2
org.apache.avro.TestCompare.testDouble(),4,1,0,2
org.apache.avro.TestCompare.testArray(),10,1,0,3
org.apache.avro.TestCompare.testRecord(),28,1,0,4
org.apache.avro.TestCompare.testEnum(),8,1,0,2
org.apache.avro.TestCompare.testFixed(),7,1,0,2
org.apache.avro.TestCompare.testUnion(),5,1,0,3
org.apache.avro.TestCompare.testSpecificRecord(),16,1,3,7
"org.apache.avro.TestCompare.check(String, T, T)",4,1,14,1
"org.apache.avro.TestCompare.check(String, T, T, boolean)",6,1,6,4
"org.apache.avro.TestCompare.check(Schema, T, T, boolean, DatumWriter<T>, GenericData)",35,2,10,9
"org.apache.avro.TestCompare.compare(Object, Object, Schema, boolean, GenericData)",6,2,6,3
"org.apache.avro.TestCompare.render(T, Schema, DatumWriter<T>)",10,1,5,7
"org.apache.avro.ipc.DatagramServer.DatagramServer(Responder, SocketAddress)",10,1,5,10
org.apache.avro.ipc.DatagramServer.getPort(),1,1,1,3
org.apache.avro.ipc.DatagramServer.run(),12,4,4,5
org.apache.avro.ipc.DatagramServer.close(),1,1,0,1
org.apache.avro.ipc.DatagramServer.main(String[]),6,1,1,5
org.apache.avro.BarRecord.BarRecord(),2,1,1,1
org.apache.avro.BarRecord.BarRecord(String),3,1,3,2
org.apache.avro.BarRecord.equals(Object),10,3,2,2
org.apache.avro.BarRecord.hashCode(),3,1,1,2
org.apache.avro.BarRecord.toString(),3,1,1,2
org.apache.avro.ipc.TestSaslAnonymous.testStartServer(),7,2,3,10
org.apache.avro.ipc.TestSaslAnonymous.testHandshake(),1,1,0,0
org.apache.avro.ipc.TestSaslAnonymous.testResponseChange(),1,1,0,0
org.apache.avro.ipc.TestSaslAnonymous.test64kRequest(),14,1,0,10
org.apache.avro.TestProtocolGeneric.testStartServer(),7,2,3,10
org.apache.avro.TestProtocolGeneric.testHello(),7,1,2,7
org.apache.avro.TestProtocolGeneric.testEcho(),15,1,2,8
org.apache.avro.TestProtocolGeneric.testEchoBytes(),12,1,2,12
org.apache.avro.TestProtocolGeneric.testError(),12,2,3,9
org.apache.avro.TestProtocolGeneric.testUndeclaredError(),15,2,3,9
org.apache.avro.TestProtocolGeneric.testHandshake(),27,1,4,19
org.apache.avro.TestProtocolGeneric.testResponseChange(),37,2,4,26
org.apache.avro.TestProtocolGeneric.testStopServer(),4,1,2,2
"org.apache.avro.ipc.reflect.ReflectRequestor.ReflectRequestor(Class<?>, Transceiver)",4,1,2,4
"org.apache.avro.ipc.reflect.ReflectRequestor.ReflectRequestor(Protocol, Transceiver)",4,1,2,3
"org.apache.avro.ipc.reflect.ReflectRequestor.ReflectRequestor(Class<?>, Transceiver, ReflectData)",5,1,5,3
"org.apache.avro.ipc.reflect.ReflectRequestor.ReflectRequestor(Protocol, Transceiver, ReflectData)",5,1,6,2
org.apache.avro.ipc.reflect.ReflectRequestor.getReflectData(),1,1,4,2
org.apache.avro.ipc.reflect.ReflectRequestor.getDatumWriter(Schema),3,1,1,3
"org.apache.avro.ipc.reflect.ReflectRequestor.getDatumReader(Schema, Schema)",3,1,2,3
"org.apache.avro.ipc.reflect.ReflectRequestor.getClient(Class<T>, Transceiver)",5,1,4,4
"org.apache.avro.ipc.reflect.ReflectRequestor.getClient(Class<T>, Transceiver, ReflectData)",8,1,4,5
"org.apache.avro.ipc.reflect.ReflectRequestor.getClient(Class<T>, ReflectRequestor)",5,1,2,4
org.apache.avro.specific.TestSpecificDatumReader.serializeRecord(FooBarSpecificRecord),9,1,3,8
org.apache.avro.specific.TestSpecificDatumReader.serializeRecord(StringablesRecord),9,1,3,7
org.apache.avro.specific.TestSpecificDatumReader.testRead(),14,1,1,14
org.apache.avro.specific.TestSpecificDatumReader.testStringables(),18,1,2,13
org.apache.avro.mapreduce.TestAvroKeyRecordReader.testReadRecords(),52,1,3,27
org.apache.avro.file.DeflateCodec.DeflateCodec(int),3,1,2,2
org.apache.avro.file.DeflateCodec.getName(),3,1,2,1
org.apache.avro.file.DeflateCodec.compress(ByteBuffer),7,1,1,8
org.apache.avro.file.DeflateCodec.decompress(ByteBuffer),7,1,1,8
"org.apache.avro.file.DeflateCodec.writeAndClose(ByteBuffer, OutputStream)",10,1,4,6
org.apache.avro.file.DeflateCodec.getInflater(),7,2,3,4
org.apache.avro.file.DeflateCodec.getDeflater(),7,2,4,4
org.apache.avro.file.DeflateCodec.getOutputBuffer(int),7,2,4,4
org.apache.avro.file.DeflateCodec.hashCode(),3,2,1,1
org.apache.avro.file.DeflateCodec.equals(Object),8,3,2,2
org.apache.avro.file.DeflateCodec.toString(),3,1,1,2
org.apache.avro.tool.TestIdlToSchemataTool.testSplitIdlIntoSchemata(),8,1,1,5
org.apache.avro.mapred.HadoopMapper.configure(JobConf),7,1,2,5
"org.apache.avro.mapred.HadoopMapper.map(AvroWrapper<IN>, NullWritable, OutputCollector<KO, VO>, Reporter)",7,2,6,4
org.apache.avro.mapred.HadoopMapper.close(),3,1,1,1
org.apache.avro.mapred.AvroKeyComparator.setConf(Configuration),5,2,1,4
"org.apache.avro.mapred.AvroKeyComparator.compare(byte[], int, int, byte[], int, int)",3,1,7,2
"org.apache.avro.mapred.AvroKeyComparator.compare(AvroWrapper<T>, AvroWrapper<T>)",3,1,3,4
org.apache.avro.mapred.AvroSerialization.accept(Class<?>),3,1,1,2
org.apache.avro.mapred.AvroSerialization.getDeserializer(Class<AvroWrapper>),10,2,1,9
org.apache.avro.mapred.AvroSerialization.getSerializer(Class<AvroWrapper>),11,3,1,11
org.apache.avro.io.parsing.TestResolvingGrammarGenerator2.testFixed(),8,1,1,3
org.apache.avro.io.parsing.TestResolvingGrammarGenerator2.testUnionResolutionNoStructureMatch(),7,1,3,6
org.apache.avro.io.parsing.TestResolvingGrammarGenerator2.testUnionResolutionFirstStructureMatch2d(),11,1,7,6
org.apache.avro.io.parsing.TestResolvingGrammarGenerator2.testUnionResolutionFirstStructureMatch3d(),11,1,7,6
org.apache.avro.io.parsing.TestResolvingGrammarGenerator2.testUnionResolutionNamedStructureMatch(),11,1,7,6
org.apache.avro.io.parsing.TestResolvingGrammarGenerator2.testUnionResolutionFullNameMatch(),11,1,7,6
org.apache.avro.specific.TestSpecificLogicalTypes.testRecordWithLogicalTypes(),17,1,1,8
org.apache.avro.specific.TestSpecificLogicalTypes.testRecordWithoutLogicalTypes(),18,1,1,10
org.apache.avro.specific.TestSpecificLogicalTypes.testRecordWritePrimitivesReadLogicalTypes(),31,1,1,13
org.apache.avro.specific.TestSpecificLogicalTypes.testRecordWriteLogicalTypesReadPrimitives(),31,1,1,13
"org.apache.avro.specific.TestSpecificLogicalTypes.read(Schema, File)",17,3,6,6
org.apache.avro.specific.TestSpecificLogicalTypes.newReader(Schema),3,1,2,3
"org.apache.avro.specific.TestSpecificLogicalTypes.write(Schema, D...)",15,2,7,8
org.apache.avro.specific.TestRecordWithLogicalTypes.getClassSchema(),1,1,4,1
org.apache.avro.specific.TestRecordWithLogicalTypes.TestRecordWithLogicalTypes(),1,1,1,1
"org.apache.avro.specific.TestRecordWithLogicalTypes.TestRecordWithLogicalTypes(java.lang.Boolean, java.lang.Integer, java.lang.Long, java.lang.Float, java.lang.Double, java.lang.CharSequence, org.joda.time.LocalDate, org.joda.time.LocalTime, org.joda.time.DateTime)",11,1,12,10
org.apache.avro.specific.TestRecordWithLogicalTypes.getSchema(),1,1,1,1
org.apache.avro.specific.TestRecordWithLogicalTypes.get(int),14,10,10,1
"org.apache.avro.specific.TestRecordWithLogicalTypes.put(int, java.lang.Object)",14,10,2,9
org.apache.avro.specific.TestRecordWithLogicalTypes.getB(),3,1,1,1
org.apache.avro.specific.TestRecordWithLogicalTypes.setB(java.lang.Boolean),3,1,1,1
org.apache.avro.specific.TestRecordWithLogicalTypes.getI32(),3,1,1,1
org.apache.avro.specific.TestRecordWithLogicalTypes.setI32(java.lang.Integer),3,1,1,1
org.apache.avro.specific.TestRecordWithLogicalTypes.getI64(),3,1,1,1
org.apache.avro.specific.TestRecordWithLogicalTypes.setI64(java.lang.Long),3,1,1,1
org.apache.avro.specific.TestRecordWithLogicalTypes.getF32(),3,1,1,1
org.apache.avro.specific.TestRecordWithLogicalTypes.setF32(java.lang.Float),3,1,1,1
org.apache.avro.specific.TestRecordWithLogicalTypes.getF64(),3,1,1,1
org.apache.avro.specific.TestRecordWithLogicalTypes.setF64(java.lang.Double),3,1,1,1
org.apache.avro.specific.TestRecordWithLogicalTypes.getS(),3,1,1,1
org.apache.avro.specific.TestRecordWithLogicalTypes.setS(java.lang.CharSequence),3,1,1,1
org.apache.avro.specific.TestRecordWithLogicalTypes.getD(),3,1,1,1
org.apache.avro.specific.TestRecordWithLogicalTypes.setD(org.joda.time.LocalDate),3,1,1,1
org.apache.avro.specific.TestRecordWithLogicalTypes.getT(),3,1,1,1
org.apache.avro.specific.TestRecordWithLogicalTypes.setT(org.joda.time.LocalTime),3,1,1,1
org.apache.avro.specific.TestRecordWithLogicalTypes.getTs(),3,1,1,1
org.apache.avro.specific.TestRecordWithLogicalTypes.setTs(org.joda.time.DateTime),3,1,1,1
org.apache.avro.specific.TestRecordWithLogicalTypes.getConversion(int),3,1,2,1
org.apache.avro.specific.TestRecordWithLogicalTypes.newBuilder(),3,1,0,1
org.apache.avro.specific.TestRecordWithLogicalTypes.newBuilder(TestRecordWithLogicalTypes.Builder),3,1,1,1
org.apache.avro.specific.TestRecordWithLogicalTypes.newBuilder(TestRecordWithLogicalTypes),3,1,1,1
org.apache.avro.specific.TestRecordWithLogicalTypes.writeExternal(java.io.ObjectOutput),4,1,2,2
org.apache.avro.specific.TestRecordWithLogicalTypes.readExternal(java.io.ObjectInput),4,1,2,2
org.apache.avro.mapreduce.TestFsInput.setUpBeforeClass(),10,1,2,9
org.apache.avro.mapreduce.TestFsInput.setUp(),5,1,2,5
org.apache.avro.mapreduce.TestFsInput.tearDown(),5,2,1,1
org.apache.avro.mapreduce.TestFsInput.testConfigurationConstructor(),11,1,3,7
org.apache.avro.mapreduce.TestFsInput.testFileSystemConstructor(),13,1,3,8
org.apache.avro.mapreduce.TestFsInput.testLength(),3,1,2,3
