method,LOC,Cyclomatic,FanIn,FanOut,Loop
org.apache.ivy.plugins.repository.file.FileRepository.isLocal(),3,1,3,1,0
org.apache.ivy.plugins.repository.file.FileRepository.setLocal(boolean),3,1,2,1,0
org.apache.ivy.plugins.repository.file.FileRepository.getBaseDir(),3,1,1,1,0
org.apache.ivy.plugins.repository.file.FileRepository.setBaseDir(File),4,1,2,2,0
org.apache.ivy.plugins.repository.file.FileRepository.standardize(String),7,2,2,4,0
org.apache.ivy.plugins.repository.file.FileRepository.getFileSeparator(),3,1,2,1,0
org.apache.ivy.plugins.repository.AbstractRepository.addTransferListener(TransferListener),3,1,5,1,0
org.apache.ivy.plugins.repository.AbstractRepository.removeTransferListener(TransferListener),3,1,3,1,0
org.apache.ivy.plugins.repository.AbstractRepository.hasTransferListener(TransferListener),3,1,2,4,0
"org.apache.ivy.plugins.repository.AbstractRepository.fireTransferInitiated(Resource, int)",4,1,14,3,0
org.apache.ivy.plugins.repository.AbstractRepository.fireTransferStarted(),4,1,3,2,0
org.apache.ivy.plugins.repository.AbstractRepository.fireTransferStarted(long),6,1,5,4,0
org.apache.ivy.plugins.repository.AbstractRepository.fireTransferProgress(long),8,2,7,6,0
org.apache.ivy.plugins.repository.AbstractRepository.fireTransferCompleted(),7,2,3,5,0
org.apache.ivy.plugins.repository.AbstractRepository.fireTransferCompleted(long),6,1,5,4,0
org.apache.ivy.plugins.repository.AbstractRepository.fireTransferError(),4,1,2,2,0
org.apache.ivy.plugins.repository.AbstractRepository.fireTransferError(Exception),5,1,9,3,0
org.apache.ivy.plugins.repository.AbstractRepository.fireTransferEvent(TransferEvent),8,3,11,2,1
org.apache.ivy.plugins.repository.AbstractRepository.getFileSeparator(),3,1,0,1,0
org.apache.ivy.plugins.repository.AbstractRepository.standardize(String),3,1,1,2,0
org.apache.ivy.plugins.repository.AbstractRepository.getName(),3,1,8,1,0
org.apache.ivy.plugins.repository.AbstractRepository.setName(String),3,1,2,1,0
org.apache.ivy.plugins.repository.AbstractRepository.toString(),3,1,0,2,0
"org.apache.ivy.plugins.repository.AbstractRepository.put(Artifact, File, String, boolean)",4,1,3,1,0
"org.apache.ivy.plugins.repository.AbstractRepository.put(File, String, boolean)",3,1,1,2,0
org.apache.ivy.plugins.repository.RepositoryCopyProgressListener.RepositoryCopyProgressListener(AbstractRepository),3,1,1,2,0
org.apache.ivy.plugins.repository.RepositoryCopyProgressListener.start(CopyProgressEvent),7,2,2,3,0
org.apache.ivy.plugins.repository.RepositoryCopyProgressListener.progress(CopyProgressEvent),3,1,2,2,0
org.apache.ivy.plugins.repository.RepositoryCopyProgressListener.end(CopyProgressEvent),4,1,2,3,0
org.apache.ivy.plugins.repository.RepositoryCopyProgressListener.getTotalLength(),3,1,1,1,0
org.apache.ivy.plugins.repository.RepositoryCopyProgressListener.setTotalLength(Long),3,1,5,1,0
"org.apache.ivy.plugins.repository.TransferEvent.TransferEvent(Repository, Resource, int, int)",8,1,7,7,0
"org.apache.ivy.plugins.repository.TransferEvent.TransferEvent(Repository, Resource, Exception, int)",5,1,5,3,0
"org.apache.ivy.plugins.repository.TransferEvent.TransferEvent(Repository, Resource, long, int)",6,1,5,4,0
org.apache.ivy.plugins.repository.TransferEvent.getName(int),16,6,12,1,0
org.apache.ivy.plugins.repository.TransferEvent.getResource(),3,1,1,1,0
org.apache.ivy.plugins.repository.TransferEvent.getException(),3,1,1,1,0
org.apache.ivy.plugins.repository.TransferEvent.getRequestType(),3,1,1,1,0
org.apache.ivy.plugins.repository.TransferEvent.setRequestType(int),12,4,4,3,0
org.apache.ivy.plugins.repository.TransferEvent.getEventType(),3,1,2,1,0
org.apache.ivy.plugins.repository.TransferEvent.setEventType(int),15,4,12,7,0
org.apache.ivy.plugins.repository.TransferEvent.setResource(Resource),4,1,3,3,0
org.apache.ivy.plugins.repository.TransferEvent.getLocalFile(),3,1,1,1,0
org.apache.ivy.plugins.repository.TransferEvent.setLocalFile(File),3,1,1,1,0
org.apache.ivy.plugins.repository.TransferEvent.getLength(),3,1,1,1,0
org.apache.ivy.plugins.repository.TransferEvent.setLength(long),3,1,2,1,0
org.apache.ivy.plugins.repository.TransferEvent.getTotalLength(),3,1,4,1,0
org.apache.ivy.plugins.repository.TransferEvent.setTotalLength(long),3,1,4,1,0
org.apache.ivy.plugins.repository.TransferEvent.setException(Exception),3,1,2,1,0
org.apache.ivy.plugins.repository.TransferEvent.isTotalLengthSet(),3,1,3,1,0
org.apache.ivy.plugins.repository.TransferEvent.setTotalLengthSet(boolean),3,1,4,1,0
org.apache.ivy.plugins.repository.TransferEvent.getRepository(),3,1,1,1,0
"org.apache.ivy.plugins.repository.TransferEvent.getElapsedTime(int, int)",13,3,4,2,0
org.apache.ivy.plugins.repository.TransferEvent.checkEventType(int),5,2,4,1,0
org.apache.ivy.util.Checks.Checks(),2,1,0,1,0
"org.apache.ivy.util.Checks.checkNotNull(Object, String)",5,2,28,1,0
"org.apache.ivy.util.Checks.checkAbsolute(File, String)",7,2,4,6,0
"org.apache.ivy.util.Checks.checkAbsolute(String, String)",8,2,24,7,0
org.apache.ivy.util.FileUtil.FileUtil(),2,1,0,1,0
"org.apache.ivy.util.FileUtil.symlink(File, File, CopyProgressListener, boolean)",49,11,6,29,1
"org.apache.ivy.util.FileUtil.copy(File, File, CopyProgressListener)",3,1,35,2,0
"org.apache.ivy.util.FileUtil.copy(File, File, CopyProgressListener, boolean)",27,6,13,13,0
"org.apache.ivy.util.FileUtil.copy(URL, File, CopyProgressListener)",3,1,6,2,0
"org.apache.ivy.util.FileUtil.copy(File, URL, CopyProgressListener)",3,1,4,2,0
"org.apache.ivy.util.FileUtil.copy(InputStream, File, CopyProgressListener)",6,2,17,4,0
"org.apache.ivy.util.FileUtil.copy(InputStream, OutputStream, CopyProgressListener)",4,1,5,1,0
"org.apache.ivy.util.FileUtil.copy(InputStream, OutputStream, CopyProgressListener, boolean)",50,13,8,13,1
org.apache.ivy.util.FileUtil.readEntirely(BufferedReader),13,2,29,6,1
org.apache.ivy.util.FileUtil.readEntirely(File),3,1,7,3,0
org.apache.ivy.util.FileUtil.readEntirely(InputStream),13,2,3,7,1
"org.apache.ivy.util.FileUtil.concat(String, String)",3,1,8,1,0
org.apache.ivy.util.FileUtil.forceDelete(File),16,6,57,5,1
"org.apache.ivy.util.FileUtil.getPathFiles(File, File)",12,3,3,7,1
"org.apache.ivy.util.FileUtil.listAll(File, Collection)",3,1,3,3,0
"org.apache.ivy.util.FileUtil.listAll(File, Collection, Collection)",15,5,5,7,1
"org.apache.ivy.util.FileUtil.resolveFile(File, String)",7,2,5,6,0
org.apache.ivy.util.FileUtil.normalize(String),28,7,8,16,2
org.apache.ivy.util.FileUtil.dissect(String),29,7,5,12,1
"org.apache.ivy.plugins.repository.file.FileResource.FileResource(FileRepository, File)",4,1,6,3,0
org.apache.ivy.plugins.repository.file.FileResource.getName(),3,1,2,2,0
org.apache.ivy.plugins.repository.file.FileResource.clone(String),3,1,2,3,0
org.apache.ivy.plugins.repository.file.FileResource.getLastModified(),3,1,1,2,0
org.apache.ivy.plugins.repository.file.FileResource.getContentLength(),3,1,1,2,0
org.apache.ivy.plugins.repository.file.FileResource.exists(),3,1,1,2,0
org.apache.ivy.plugins.repository.file.FileResource.toString(),3,1,0,2,0
org.apache.ivy.plugins.repository.file.FileResource.getFile(),3,1,4,1,0
org.apache.ivy.plugins.repository.file.FileResource.getRepository(),3,1,1,1,0
org.apache.ivy.plugins.repository.file.FileResource.isLocal(),3,1,1,2,0
org.apache.ivy.plugins.repository.file.FileResource.openStream(),3,1,1,2,0
"org.apache.ivy.core.event.publish.StartArtifactPublishEvent.StartArtifactPublishEvent(DependencyResolver, Artifact, File, boolean)",4,1,6,2,0
"org.apache.ivy.core.event.publish.PublishEvent.PublishEvent(String, DependencyResolver, Artifact, File, boolean)",13,1,7,14,0
org.apache.ivy.core.event.publish.PublishEvent.getResolver(),3,1,2,1,0
org.apache.ivy.core.event.publish.PublishEvent.getData(),3,1,2,1,0
org.apache.ivy.core.event.publish.PublishEvent.getArtifact(),3,1,3,1,0
org.apache.ivy.core.event.publish.PublishEvent.isOverwrite(),3,1,2,1,0
org.apache.ivy.plugins.matcher.ExactOrRegexpPatternMatcherTest.setUp(),3,1,0,2,0
org.apache.ivy.plugins.matcher.ExactOrRegexpPatternMatcherTest.getExactExpressions(),3,1,0,1,0
org.apache.ivy.plugins.matcher.ExactOrRegexpPatternMatcherTest.getInexactExpressions(),3,1,0,1,0
org.apache.ivy.plugins.matcher.ExactOrRegexpPatternMatcherTest.testImplementation(),21,2,1,6,0
org.apache.ivy.plugins.matcher.AbstractPatternMatcherTest.setUp(),1,1,0,0,0
org.apache.ivy.plugins.matcher.AbstractPatternMatcherTest.setUp(PatternMatcher),3,1,5,1,0
org.apache.ivy.plugins.matcher.AbstractPatternMatcherTest.testAnyExpression(),6,1,1,3,0
org.apache.ivy.plugins.matcher.AbstractPatternMatcherTest.testIsExact(),20,3,2,8,2
org.apache.ivy.plugins.matcher.AbstractPatternMatcherTest.getExactExpressions(),1,1,1,1,0
org.apache.ivy.plugins.matcher.AbstractPatternMatcherTest.getInexactExpressions(),1,1,1,1,0
org.apache.ivy.plugins.matcher.AbstractPatternMatcherTest.testNullInput(),8,2,1,3,0
org.apache.ivy.plugins.matcher.AbstractPatternMatcherTest.testNullExpression(),7,2,1,2,0
org.apache.ivy.plugins.matcher.AbstractPatternMatcherTest.testImplementation(),1,1,0,0,0
org.apache.ivy.plugins.matcher.AbstractPatternMatcherTest.testLoadTestMatches(),9,2,2,2,1
org.apache.ivy.plugins.matcher.AbstractPatternMatcherTest.testLoadTestGetMatcher(),8,2,2,1,1
org.apache.ivy.plugins.matcher.ExactOrRegexpPatternMatcher.ExactOrRegexpPatternMatcher(),3,1,2,2,0
org.apache.ivy.plugins.matcher.ExactOrRegexpPatternMatcher.newMatcher(String),3,1,1,2,0
org.apache.ivy.core.module.status.StatusManager.newDefaultInstance(),4,1,1,3,0
org.apache.ivy.core.module.status.StatusManager.getCurrent(),3,1,4,4,0
"org.apache.ivy.core.module.status.StatusManager.StatusManager(Status[], String)",5,1,4,5,0
org.apache.ivy.core.module.status.StatusManager.StatusManager(),2,1,1,1,0
org.apache.ivy.core.module.status.StatusManager.addStatus(Status),3,1,3,1,0
org.apache.ivy.core.module.status.StatusManager.setDefaultStatus(String),3,1,2,1,0
org.apache.ivy.core.module.status.StatusManager.getStatuses(),3,1,2,1,0
org.apache.ivy.core.module.status.StatusManager.computeMaps(),15,4,7,17,2
org.apache.ivy.core.module.status.StatusManager.isStatus(String),6,2,3,3,0
org.apache.ivy.core.module.status.StatusManager.getPriority(String),11,3,5,5,0
org.apache.ivy.core.module.status.StatusManager.isIntegration(String),11,3,4,5,0
org.apache.ivy.core.module.status.StatusManager.getDeliveryStatusListString(),16,5,3,12,1
org.apache.ivy.core.module.status.StatusManager.getDefaultStatus(),9,3,5,7,0
org.apache.ivy.core.module.status.Status.Status(),2,1,0,1,0
"org.apache.ivy.core.module.status.Status.Status(String, boolean)",4,1,4,3,0
org.apache.ivy.core.module.status.Status.isIntegration(),3,1,3,1,0
org.apache.ivy.core.module.status.Status.setIntegration(boolean),3,1,1,1,0
org.apache.ivy.core.module.status.Status.getName(),3,1,5,1,0
org.apache.ivy.core.module.status.Status.setName(String),3,1,1,1,0
org.apache.ivy.Main.getParser(),94,1,5,10,0
org.apache.ivy.Main.main(String[]),11,2,3,6,0
"org.apache.ivy.Main.run(CommandLineParser, String[])",129,25,6,78,1
org.apache.ivy.Main.getExtraClasspathFileList(CommandLine),22,5,3,12,2
"org.apache.ivy.Main.initSettings(CommandLine, Ivy)",29,7,3,16,0
"org.apache.ivy.Main.initMessage(CommandLine, Ivy)",13,5,8,4,0
"org.apache.ivy.Main.outputCachePath(Ivy, File, ModuleDescriptor, String[], String)",32,6,8,26,2
"org.apache.ivy.Main.invoke(Ivy, File, ModuleDescriptor, String[], List, String, String[])",52,14,15,28,3
"org.apache.ivy.Main.configureURLHandler(String, String, String, String)",9,1,6,5,0
org.apache.ivy.Main.error(String),3,1,3,1,0
"org.apache.ivy.Main.usage(CommandLineParser, boolean)",5,1,6,3,0
org.apache.ivy.Main.Main(),2,1,0,1,0
org.apache.ivy.core.deliver.DeliverOptions.newInstance(IvySettings),4,1,3,4,0
org.apache.ivy.core.deliver.DeliverOptions.DeliverOptions(),2,1,4,1,0
"org.apache.ivy.core.deliver.DeliverOptions.DeliverOptions(String, Date, PublishingDependencyRevisionResolver, boolean, boolean, String[])",10,1,9,7,0
org.apache.ivy.core.deliver.DeliverOptions.getPdrResolver(),3,1,2,1,0
org.apache.ivy.core.deliver.DeliverOptions.setPdrResolver(PublishingDependencyRevisionResolver),4,1,1,2,0
org.apache.ivy.core.deliver.DeliverOptions.isResolveDynamicRevisions(),3,1,2,1,0
org.apache.ivy.core.deliver.DeliverOptions.setResolveDynamicRevisions(boolean),4,1,1,2,0
org.apache.ivy.core.deliver.DeliverOptions.isReplaceForcedRevisions(),3,1,2,1,0
org.apache.ivy.core.deliver.DeliverOptions.setReplaceForcedRevisions(boolean),4,1,3,2,0
org.apache.ivy.core.deliver.DeliverOptions.isValidate(),3,1,1,1,0
org.apache.ivy.core.deliver.DeliverOptions.setValidate(boolean),4,1,4,2,0
org.apache.ivy.core.deliver.DeliverOptions.getPubdate(),3,1,2,1,0
org.apache.ivy.core.deliver.DeliverOptions.setPubdate(Date),4,1,5,2,0
org.apache.ivy.core.deliver.DeliverOptions.getStatus(),3,1,2,1,0
org.apache.ivy.core.deliver.DeliverOptions.setStatus(String),4,1,4,2,0
org.apache.ivy.core.deliver.DeliverOptions.getResolveId(),3,1,2,1,0
org.apache.ivy.core.deliver.DeliverOptions.setResolveId(String),4,1,6,2,0
org.apache.ivy.core.deliver.DeliverOptions.getConfs(),3,1,2,1,0
org.apache.ivy.core.deliver.DeliverOptions.setConfs(String[]),4,1,3,2,0
org.apache.ivy.core.deliver.DeliverOptions.getPubBranch(),3,1,2,1,0
org.apache.ivy.core.deliver.DeliverOptions.setPubBranch(String),4,1,2,2,0
org.apache.ivy.core.deliver.DeliverOptions.isGenerateRevConstraint(),3,1,2,1,0
org.apache.ivy.core.deliver.DeliverOptions.setGenerateRevConstraint(boolean),4,1,4,2,0
org.apache.ivy.core.deliver.DeliverOptions.isMerge(),3,1,2,1,0
org.apache.ivy.core.deliver.DeliverOptions.setMerge(boolean),4,1,2,2,0
org.apache.ivy.core.deliver.DeliverOptions.toString(),7,1,7,1,0
"org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.transformInstance(DependencyDescriptor, Namespace)",9,2,3,5,0
"org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.transformInstance(DependencyDescriptor, NamespaceTransformer, boolean)",44,6,7,31,1
"org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.DefaultDependencyDescriptor(DefaultDependencyDescriptor, ModuleRevisionId)",24,5,15,20,0
"org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.DefaultDependencyDescriptor(ModuleDescriptor, ModuleRevisionId, boolean, boolean, boolean)",5,1,15,2,0
"org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.DefaultDependencyDescriptor(ModuleRevisionId, boolean)",3,1,73,2,0
"org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.DefaultDependencyDescriptor(ModuleRevisionId, boolean, boolean)",3,1,5,2,0
"org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.DefaultDependencyDescriptor(ModuleDescriptor, ModuleRevisionId, ModuleRevisionId, boolean, boolean, boolean)",13,2,10,10,0
org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.getDependencyId(),3,1,3,3,0
org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.getDependencyRevisionId(),3,1,3,1,0
org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.getDynamicConstraintDependencyRevisionId(),3,1,1,1,0
org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.getModuleConfigurations(),3,1,3,4,0
org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.getDependencyConfigurations(String),3,1,2,2,0
"org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.getDependencyConfigurations(String, String)",102,26,7,34,6
"org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.getDependencyConfigurationsIncludingExtending(String, String)",12,2,4,11,1
"org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.replaceSelfFallbackPattern(String, String)",5,1,5,2,0
"org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.replaceThisFallbackPattern(String, String)",5,1,5,2,0
"org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.replaceFallbackConfigurationPattern(Pattern, String, String)",15,4,5,4,0
org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.getDependencyConfigurations(String[]),10,3,2,8,1
org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.getDependencyArtifacts(String),6,1,3,4,0
org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.getIncludeRules(String),4,1,3,4,0
org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.getExcludeRules(String),4,1,3,4,0
"org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.getCollectionForConfiguration(String, Map)",15,4,6,5,0
org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.getDependencyArtifacts(String[]),8,2,2,7,1
org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.getIncludeRules(String[]),7,2,2,7,1
org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.getExcludeRules(String[]),7,2,3,7,1
org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.getAllDependencyArtifacts(),8,2,1,4,0
org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.getAllIncludeRules(),7,2,1,4,0
org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.getAllExcludeRules(),7,2,1,4,0
org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.mergeAll(Map),8,2,4,7,1
"org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.addDependencyConfiguration(String, String)",31,8,25,12,1
"org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.addDependencyArtifact(String, DependencyArtifactDescriptor)",3,1,5,2,0
"org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.addIncludeRule(String, IncludeRule)",3,1,6,2,0
"org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.addExcludeRule(String, ExcludeRule)",3,1,5,2,0
"org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.addObjectToConfiguration(String, Object, Map)",8,2,6,4,0
"org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.doesExclude(String[], ArtifactId)",13,4,4,7,1
org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.canExclude(),3,1,1,2,0
org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.toString(),3,1,2,2,0
org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.isForce(),3,1,1,1,0
org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.getParentRevisionId(),3,2,2,2,0
org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.isChanging(),3,1,1,1,0
org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.isTransitive(),3,1,1,1,0
org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.getNamespace(),3,1,1,1,0
org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.getAttribute(String),3,1,3,2,0
org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.getAttributes(),3,1,1,2,0
org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.getExtraAttribute(String),3,1,2,2,0
org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.getExtraAttributes(),3,1,1,2,0
org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.getQualifiedExtraAttributes(),3,1,1,2,0
org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.asSystem(),3,1,1,1,0
org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.setDependencyArtifacts(Map),3,1,2,1,0
org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.getDependencyArtifacts(),6,2,3,3,0
org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.setIncludeRules(Map),3,1,2,1,0
org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.getIncludeRules(),6,2,3,3,0
org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.setExcludeRules(Map),3,1,2,1,0
org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.getExcludeRules(),6,2,3,3,0
org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.getSourceModule(),3,1,1,1,0
org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.clone(ModuleRevisionId),3,1,1,2,0
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.newDefaultInstance(ModuleRevisionId),3,1,6,2,0
"org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.newCallerInstance(ModuleRevisionId, String[], boolean, boolean)",17,3,7,12,2
"org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.newCallerInstance(ModuleRevisionId[], boolean, boolean)",15,2,6,10,1
"org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.newDefaultInstance(ModuleRevisionId, DependencyArtifactDescriptor[])",19,3,6,15,1
"org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.newBasicInstance(ModuleRevisionId, Date)",9,1,7,7,0
"org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.transformInstance(ModuleDescriptor, Namespace)",55,7,10,51,4
"org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.DefaultModuleDescriptor(ModuleRevisionId, String, Date)",3,1,10,2,0
"org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.DefaultModuleDescriptor(ModuleRevisionId, String, Date, boolean)",16,4,11,11,0
"org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.DefaultModuleDescriptor(ModuleDescriptorParser, Resource)",4,1,7,3,0
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.getMetadataArtifact(),7,2,5,3,0
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.setModuleArtifact(Artifact),3,1,2,1,0
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.isDefault(),3,1,1,1,0
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.setPublicationDate(Date),6,3,3,3,0
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.getPublicationDate(),3,1,2,1,0
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.setResolvedPublicationDate(Date),6,2,5,2,0
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.getResolvedPublicationDate(),3,1,1,1,0
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.getRevision(),3,1,1,3,0
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.setModuleRevisionId(ModuleRevisionId),9,3,7,3,0
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.setResolvedModuleRevisionId(ModuleRevisionId),3,1,5,1,0
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.setStatus(String),3,1,4,1,0
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.addInheritedDescriptor(ExtendsDescriptor),3,1,3,1,0
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.addDependency(DependencyDescriptor),3,1,17,1,0
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.addConfiguration(Configuration),3,1,17,2,0
"org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.addArtifact(String, Artifact)",24,5,18,10,1
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.getModuleRevisionId(),3,1,12,1,0
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.getResolvedModuleRevisionId(),3,1,3,1,0
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.getStatus(),3,1,2,1,0
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.getInheritedDescriptors(),4,1,1,3,0
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.getConfigurations(),4,1,5,4,0
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.getConfigurationsNames(),3,1,7,4,0
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.getPublicConfigurationsNames(),10,3,2,11,1
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.getConfiguration(String),34,8,6,19,2
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.getArtifacts(String),42,10,3,14,2
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.getArtifactsIncludingExtending(String),17,4,3,10,1
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.getAllArtifacts(),3,1,1,3,0
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.getDependencies(),4,1,1,3,0
"org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.dependsOn(VersionMatcher, ModuleDescriptor)",13,5,3,12,1
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.toIvyFile(File),7,2,3,3,0
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.hashCode(),6,2,1,2,0
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.equals(Object),20,7,3,3,0
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.toString(),5,1,6,2,0
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.setDefault(boolean),3,1,3,1,0
"org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.addConflictManager(ModuleId, PatternMatcher, ConflictManager)",4,1,7,3,0
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.getConflictManager(ModuleId),3,1,2,2,0
"org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.addDependencyDescriptorMediator(ModuleId, PatternMatcher, DependencyDescriptorMediator)",5,1,7,3,0
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.mediate(DependencyDescriptor),7,2,3,4,1
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.getAllDependencyDescriptorMediators(),3,1,1,2,0
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.addLicense(License),3,1,5,1,0
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.getLicenses(),3,1,1,3,0
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.getHomePage(),3,1,1,1,0
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.setHomePage(String),3,1,3,1,0
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.getDescription(),3,1,2,1,0
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.setDescription(String),3,1,4,1,0
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.getLastModified(),3,1,2,1,0
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.setLastModified(long),3,1,6,1,0
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.getNamespace(),3,1,5,1,0
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.isNamespaceUseful(),9,3,3,5,1
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.setNamespace(Namespace),3,1,3,1,0
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.check(),12,3,3,11,2
"org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.checkConf(Stack, String)",23,5,4,14,2
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.getDefaultConf(),3,1,2,1,0
