method,LOC,Cyclomatic,FanIn,FanOut
org.apache.cxf.frontend.ClientFactoryBean.detectTransportIdFromAddress(String),8,2,0,7
org.apache.cxf.frontend.ClientFactoryBean.getWSDLEndpointFactory(),21,6,2,6
org.apache.cxf.frontend.ClientFactoryBean.create(),24,5,13,14
org.apache.cxf.frontend.ClientFactoryBean.createClient(Endpoint),3,1,2,4
org.apache.cxf.frontend.ClientFactoryBean.applyFeatures(Client),7,3,2,3
org.apache.cxf.frontend.ClientFactoryBean.applyProperties(Endpoint),7,2,2,5
org.apache.cxf.message.ExchangeImpl.ExchangeImpl(),2,1,165,1
org.apache.cxf.message.ExchangeImpl.ExchangeImpl(ExchangeImpl),16,1,14,15
org.apache.cxf.message.ExchangeImpl.resetContextCaches(),14,5,6,1
org.apache.cxf.message.ExchangeImpl.get(Class<T>),25,11,7,9
"org.apache.cxf.message.ExchangeImpl.putAll(Map<? extends String, ?>)",7,3,1,4
"org.apache.cxf.message.ExchangeImpl.put(Class<T>, T)",20,7,8,9
"org.apache.cxf.message.ExchangeImpl.put(String, Object)",10,2,8,4
org.apache.cxf.message.ExchangeImpl.remove(Class<T>),3,1,1,4
"org.apache.cxf.message.ExchangeImpl.setMessageContextProperty(Message, String, Object)",12,4,4,3
org.apache.cxf.message.ExchangeImpl.getDestination(),3,1,1,1
org.apache.cxf.message.ExchangeImpl.getInMessage(),3,1,1,1
org.apache.cxf.message.ExchangeImpl.getConduit(Message),5,2,1,3
org.apache.cxf.message.ExchangeImpl.getOutMessage(),3,1,1,1
org.apache.cxf.message.ExchangeImpl.getInFaultMessage(),3,1,1,1
org.apache.cxf.message.ExchangeImpl.setInFaultMessage(Message),6,2,1,2
org.apache.cxf.message.ExchangeImpl.getOutFaultMessage(),3,1,1,1
org.apache.cxf.message.ExchangeImpl.setOutFaultMessage(Message),6,2,1,2
org.apache.cxf.message.ExchangeImpl.setDestination(Destination),3,1,2,1
org.apache.cxf.message.ExchangeImpl.setInMessage(Message),6,2,8,2
org.apache.cxf.message.ExchangeImpl.setConduit(Conduit),4,1,3,3
org.apache.cxf.message.ExchangeImpl.setOutMessage(Message),6,2,2,2
org.apache.cxf.message.ExchangeImpl.isOneWay(),3,1,1,1
org.apache.cxf.message.ExchangeImpl.setOneWay(boolean),3,1,1,1
org.apache.cxf.message.ExchangeImpl.isSynchronous(),3,1,1,1
org.apache.cxf.message.ExchangeImpl.setSynchronous(boolean),3,1,1,1
org.apache.cxf.message.ExchangeImpl.getSession(),3,1,1,1
org.apache.cxf.message.ExchangeImpl.setSession(Session),3,1,3,1
org.apache.cxf.message.ExchangeImpl.clear(),12,1,0,10
org.apache.cxf.message.ExchangeImpl.getBus(),3,1,1,1
org.apache.cxf.message.ExchangeImpl.getEndpoint(),3,1,2,1
org.apache.cxf.message.ExchangeImpl.getService(),3,1,1,1
org.apache.cxf.message.ExchangeImpl.getBinding(),3,1,1,1
org.apache.cxf.message.ExchangeImpl.getBindingOperationInfo(),3,1,1,1
"org.apache.cxf.service.model.BindingInfo.BindingInfo(ServiceInfo, String)",4,1,15,3
org.apache.cxf.service.model.BindingInfo.getDescription(),6,2,2,2
org.apache.cxf.service.model.BindingInfo.getInterface(),3,1,12,2
org.apache.cxf.service.model.BindingInfo.getService(),3,1,17,1
org.apache.cxf.service.model.BindingInfo.getBindingId(),3,1,11,1
org.apache.cxf.service.model.BindingInfo.setName(QName),3,1,9,1
org.apache.cxf.service.model.BindingInfo.getName(),3,1,29,1
"org.apache.cxf.service.model.BindingInfo.nameEquals(String, String, String)",10,4,4,2
"org.apache.cxf.service.model.BindingInfo.buildOperation(QName, String, String)",10,3,10,10
org.apache.cxf.service.model.BindingInfo.addOperation(BindingOperationInfo),11,3,12,7
org.apache.cxf.service.model.BindingInfo.removeOperation(BindingOperationInfo),7,2,4,5
org.apache.cxf.service.model.BindingInfo.getOperation(QName),3,1,53,2
org.apache.cxf.service.model.BindingInfo.getOperations(),3,1,48,3
org.apache.cxf.service.model.BindingInfo.getOperation(OperationInfo),10,4,9,5
org.apache.cxf.service.model.BindingInfo.toString(),3,1,0,2
org.apache.cxf.service.model.BindingOperationInfo.BindingOperationInfo(),2,1,1,1
"org.apache.cxf.service.model.BindingOperationInfo.BindingOperationInfo(BindingInfo, OperationInfo)",24,6,15,20
"org.apache.cxf.service.model.BindingOperationInfo.BindingOperationInfo(BindingInfo, OperationInfo, BindingOperationInfo)",4,1,5,3
org.apache.cxf.service.model.BindingOperationInfo.updateUnwrappedOperation(),6,2,4,4
org.apache.cxf.service.model.BindingOperationInfo.getBinding(),3,1,24,1
org.apache.cxf.service.model.BindingOperationInfo.getName(),3,1,54,2
org.apache.cxf.service.model.BindingOperationInfo.getOperationInfo(),3,1,87,1
org.apache.cxf.service.model.BindingOperationInfo.getInput(),3,1,52,1
org.apache.cxf.service.model.BindingOperationInfo.getOutput(),3,1,49,1
org.apache.cxf.service.model.BindingOperationInfo.getFault(QName),6,2,6,2
org.apache.cxf.service.model.BindingOperationInfo.getFaults(),6,2,18,4
org.apache.cxf.service.model.BindingOperationInfo.isUnwrappedCapable(),3,1,19,2
org.apache.cxf.service.model.BindingOperationInfo.getUnwrappedOperation(),3,1,12,1
org.apache.cxf.service.model.BindingOperationInfo.setUnwrappedOperation(BindingOperationInfo),3,1,3,1
org.apache.cxf.service.model.BindingOperationInfo.isUnwrapped(),3,1,18,2
org.apache.cxf.service.model.BindingOperationInfo.getWrappedOperation(),3,1,18,1
org.apache.cxf.service.model.BindingOperationInfo.toString(),5,2,0,5
org.apache.cxf.service.model.BindingOperationInfo.hashCode(),3,1,1,2
org.apache.cxf.service.model.BindingOperationInfo.equals(Object),9,3,2,2
org.apache.cxf.test.AbstractCXFTest.AbstractCXFTest(),4,1,2,5
org.apache.cxf.test.AbstractCXFTest.setUpBus(),6,2,10,3
org.apache.cxf.test.AbstractCXFTest.getBus(),3,1,117,1
org.apache.cxf.test.AbstractCXFTest.shutdownBus(),7,2,1,3
org.apache.cxf.test.AbstractCXFTest.createBus(),3,1,2,3
"org.apache.cxf.test.AbstractCXFTest.invokeBytes(String, String, String)",5,1,4,2
"org.apache.cxf.test.AbstractCXFTest.invoke(String, String, String)",5,1,23,2
"org.apache.cxf.test.AbstractCXFTest.invoke(String, String, byte[])",5,1,7,2
"org.apache.cxf.test.AbstractCXFTest.assertValid(String, Node)",3,1,127,2
"org.apache.cxf.test.AbstractCXFTest.assertValidBoolean(String, Node)",3,1,6,1
"org.apache.cxf.test.AbstractCXFTest.assertInvalid(String, Node)",3,1,13,2
"org.apache.cxf.test.AbstractCXFTest.assertXPathEquals(String, String, Node)",3,1,14,1
"org.apache.cxf.test.AbstractCXFTest.assertXPathEquals(String, QName, Node)",3,1,5,1
org.apache.cxf.test.AbstractCXFTest.assertNoFault(Node),3,1,6,1
"org.apache.cxf.test.AbstractCXFTest.addNamespace(String, String)",3,1,73,1
org.apache.cxf.test.AbstractCXFTest.getNamespaceContext(),3,1,6,3
org.apache.cxf.test.AbstractCXFTest.getNamespaces(),3,1,2,2
org.apache.cxf.test.AbstractCXFTest.getResourceAsStream(String),3,1,24,2
org.apache.cxf.test.AbstractCXFTest.getResourceAsReader(String),3,1,3,2
org.apache.cxf.test.AbstractCXFTest.getTestFile(String),3,1,2,2
org.apache.cxf.test.AbstractCXFTest.getBasedir(),3,1,0,2
org.apache.cxf.test.AbstractCXFTest.getWSDLDocument(Server),3,1,13,2
"org.apache.cxf.transport.local.LocalConduit.LocalConduit(LocalTransportFactory, LocalDestination)",5,1,4,5
org.apache.cxf.transport.local.LocalConduit.prepare(Message),10,2,2,7
org.apache.cxf.transport.local.LocalConduit.close(Message),7,2,4,6
org.apache.cxf.transport.local.LocalConduit.dispatchDirect(Message),24,2,7,25
org.apache.cxf.transport.local.LocalConduit.dispatchViaPipe(Message),11,2,3,8
org.apache.cxf.transport.local.LocalConduit.getLogger(),3,1,1,1
org.apache.cxf.binding.object.ObjectBindingFactory.ObjectBindingFactory(),2,1,0,1
org.apache.cxf.binding.object.ObjectBindingFactory.ObjectBindingFactory(Bus),4,1,2,3
org.apache.cxf.binding.object.ObjectBindingFactory.initialize(),18,5,4,7
org.apache.cxf.binding.object.ObjectBindingFactory.createBinding(BindingInfo),6,1,1,7
"org.apache.cxf.binding.object.ObjectBindingFactory.createBindingInfo(ServiceInfo, String, Object)",14,3,4,16
org.apache.cxf.binding.object.ObjectBindingFactory.isAutoRegisterLocalEndpoint(),3,1,1,1
org.apache.cxf.binding.object.ObjectBindingFactory.setAutoRegisterLocalEndpoint(boolean),6,2,4,2
org.apache.cxf.binding.object.EchoImpl.echo(String),3,1,1,1
org.apache.cxf.frontend.AbstractWSDLBasedEndpointFactory.AbstractWSDLBasedEndpointFactory(ReflectionServiceFactoryBean),7,1,4,10
org.apache.cxf.frontend.AbstractWSDLBasedEndpointFactory.AbstractWSDLBasedEndpointFactory(),2,1,1,1
org.apache.cxf.frontend.AbstractWSDLBasedEndpointFactory.createEndpoint(),107,28,15,55
org.apache.cxf.frontend.AbstractWSDLBasedEndpointFactory.modifyTransportIdPerAddress(EndpointInfo),24,6,3,11
org.apache.cxf.frontend.AbstractWSDLBasedEndpointFactory.initializeServiceFactory(),8,2,4,5
org.apache.cxf.frontend.AbstractWSDLBasedEndpointFactory.detectTransportIdFromAddress(String),1,1,1,1
org.apache.cxf.frontend.AbstractWSDLBasedEndpointFactory.getWSDLEndpointFactory(),1,1,1,1
org.apache.cxf.frontend.AbstractWSDLBasedEndpointFactory.createEndpointInfo(BindingInfo),54,11,9,30
org.apache.cxf.frontend.AbstractWSDLBasedEndpointFactory.createSoapBindingConfig(),3,1,1,2
org.apache.cxf.frontend.AbstractWSDLBasedEndpointFactory.createBindingInfo(),34,8,11,20
org.apache.cxf.frontend.AbstractWSDLBasedEndpointFactory.getServiceClass(),3,1,13,1
org.apache.cxf.frontend.AbstractWSDLBasedEndpointFactory.setServiceClass(Class<?>),3,1,79,1
org.apache.cxf.frontend.AbstractWSDLBasedEndpointFactory.getServiceFactory(),3,1,43,1
org.apache.cxf.frontend.AbstractWSDLBasedEndpointFactory.setServiceFactory(ReflectionServiceFactoryBean),3,1,16,1
org.apache.cxf.frontend.AbstractWSDLBasedEndpointFactory.getWsdlURL(),3,1,3,3
org.apache.cxf.frontend.AbstractWSDLBasedEndpointFactory.setWsdlURL(String),3,1,5,2
org.apache.cxf.binding.object.ObjectDispatchOutInterceptor.ObjectDispatchOutInterceptor(),5,1,7,3
org.apache.cxf.binding.object.ObjectDispatchOutInterceptor.handleMessage(Message),9,1,9,6
org.apache.cxf.xkms.cache.EHCacheXKMSClientCache.EHCacheXKMSClientCache(),3,1,4,2
org.apache.cxf.xkms.cache.EHCacheXKMSClientCache.EHCacheXKMSClientCache(Bus),3,1,2,2
org.apache.cxf.xkms.cache.EHCacheXKMSClientCache.EHCacheXKMSClientCache(String),3,1,1,2
"org.apache.cxf.xkms.cache.EHCacheXKMSClientCache.EHCacheXKMSClientCache(String, Bus)",7,2,6,5
"org.apache.cxf.xkms.cache.EHCacheXKMSClientCache.createCache(String, Bus)",29,6,6,16
"org.apache.cxf.xkms.cache.EHCacheXKMSClientCache.put(String, XKMSCacheToken)",3,1,3,1
org.apache.cxf.xkms.cache.EHCacheXKMSClientCache.get(String),7,2,2,4
org.apache.cxf.xkms.cache.EHCacheXKMSClientCache.close(),13,4,5,6
org.apache.cxf.xkms.cache.EHCacheXKMSClientCache.initComplete(),2,1,0,0
org.apache.cxf.xkms.cache.EHCacheXKMSClientCache.preShutdown(),3,1,0,1
org.apache.cxf.xkms.cache.EHCacheXKMSClientCache.postShutdown(),3,1,0,1
org.apache.cxf.xkms.cache.XKMSCacheToken.XKMSCacheToken(),2,1,1,1
org.apache.cxf.xkms.cache.XKMSCacheToken.XKMSCacheToken(X509Certificate),3,1,3,2
org.apache.cxf.xkms.cache.XKMSCacheToken.getX509Certificate(),3,1,3,1
org.apache.cxf.xkms.cache.XKMSCacheToken.setX509Certificate(X509Certificate),3,1,2,1
org.apache.cxf.xkms.cache.XKMSCacheToken.isXkmsValidated(),3,1,3,1
org.apache.cxf.xkms.cache.XKMSCacheToken.setXkmsValidated(boolean),3,1,5,1
org.apache.cxf.xkms.cache.EHCacheUtil.EHCacheUtil(),2,1,0,1
"org.apache.cxf.xkms.cache.EHCacheUtil.getCacheConfiguration(String, CacheManager)",17,4,3,10
org.apache.cxf.xkms.cache.EHCacheUtil.createCacheManager(),7,2,3,2
org.apache.cxf.xkms.cache.EHCacheUtil.createCacheManager(Configuration),7,2,4,2
org.apache.cxf.common.i18n.MessageTest.testMessageWithLoggerBundle(),9,1,2,5
org.apache.cxf.common.i18n.MessageTest.testMessageWithExplicitBundle(),8,1,1,6
org.apache.cxf.common.i18n.MessageTest.testExceptionIO(),15,1,0,14
org.apache.cxf.common.i18n.UncheckedException.UncheckedException(Message),3,1,19,2
"org.apache.cxf.common.i18n.UncheckedException.UncheckedException(Message, Throwable)",4,1,15,3
org.apache.cxf.common.i18n.UncheckedException.UncheckedException(Throwable),4,1,13,3
"org.apache.cxf.common.i18n.UncheckedException.UncheckedException(Logger, String, Object...)",5,1,5,2
"org.apache.cxf.common.i18n.UncheckedException.UncheckedException(ResourceBundle, String, Object...)",5,1,3,2
"org.apache.cxf.common.i18n.UncheckedException.UncheckedException(Logger, String, Throwable, Object...)",6,1,4,3
"org.apache.cxf.common.i18n.UncheckedException.UncheckedException(ResourceBundle, String, Throwable, Object...)",6,1,4,3
org.apache.cxf.common.i18n.UncheckedException.getCode(),6,2,4,2
org.apache.cxf.common.i18n.UncheckedException.getMessage(),6,2,5,2
org.apache.cxf.common.i18n.BundleUtils.BundleUtils(),2,1,0,1
org.apache.cxf.common.i18n.BundleUtils.getBundleName(Class<?>),3,1,6,2
"org.apache.cxf.common.i18n.BundleUtils.getBundleName(Class<?>, String)",3,1,6,2
org.apache.cxf.common.i18n.BundleUtils.getBundle(Class<?>),19,4,5,7
"org.apache.cxf.common.i18n.BundleUtils.getBundle(Class<?>, String)",19,4,4,7
"org.apache.cxf.common.i18n.BundleUtils.getFormattedString(ResourceBundle, String, Object...)",3,1,7,3
org.apache.cxf.common.i18n.BundleUtils.getContextClassLoader(),11,2,2,5
org.apache.cxf.common.i18n.BundleUtils.getClassLoader(Class<?>),11,2,3,4
org.apache.cxf.systest.jaxrs.validation.spring.BookWorldImpl.echoBook(BookWithValidation),3,1,1,1
org.apache.cxf.management.web.browser.client.event.ChangedSubscriptionsEvent.getAssociatedType(),3,1,1,1
org.apache.cxf.management.web.browser.client.event.ChangedSubscriptionsEvent.dispatch(ChangedSubscriptionsEventHandler),3,1,1,1
org.apache.cxf.helpers.IOUtilsTest.testIsEmpty(),3,1,0,3
org.apache.cxf.helpers.IOUtilsTest.testNonEmpty(),5,1,0,6
org.apache.cxf.helpers.IOUtilsTest.testNonEmptyWithPushBack(),6,1,0,7
org.apache.cxf.helpers.IOUtilsTest.testInputStreamWithNoMark(),6,1,0,6
org.apache.cxf.helpers.UnMarkedInputStream.UnMarkedInputStream(byte[]),3,1,2,2
org.apache.cxf.helpers.UnMarkedInputStream.markSupported(),3,1,0,1
org.apache.cxf.helpers.UnMarkedInputStream.available(),3,1,0,1
org.apache.cxf.jaxws.provider.PayloadProvider.invoke(Source),3,1,1,1
org.apache.cxf.ws.rm.Proxy.Proxy(RMEndpoint),3,1,7,2
org.apache.cxf.ws.rm.Proxy.getReliableEndpoint(),3,1,3,1
org.apache.cxf.ws.rm.Proxy.acknowledge(DestinationSequence),12,2,11,16
org.apache.cxf.ws.rm.Proxy.terminate(SourceSequence),11,1,6,15
org.apache.cxf.ws.rm.Proxy.terminate(DestinationSequence),11,1,4,15
"org.apache.cxf.ws.rm.Proxy.createSequenceResponse(Object, ProtocolVariation)",7,1,7,9
"org.apache.cxf.ws.rm.Proxy.createSequence(EndpointReferenceType, RelatesToType, boolean, ProtocolVariation, Exchange, Map<String, Object>)",61,8,10,35
org.apache.cxf.ws.rm.Proxy.lastMessage(SourceSequence),34,6,8,23
org.apache.cxf.ws.rm.Proxy.ackRequested(SourceSequence),24,5,4,16
org.apache.cxf.ws.rm.Proxy.getOfferedIdentifier(),3,1,3,1
org.apache.cxf.ws.rm.Proxy.setOfferedIdentifier(OfferType),5,2,3,2
"org.apache.cxf.ws.rm.Proxy.invoke(OperationInfo, ProtocolVariation, Object[], Map<String, Object>, Exchange)",43,8,16,23
"org.apache.cxf.ws.rm.Proxy.invoke(OperationInfo, ProtocolVariation, Object[], Map<String, Object>)",4,1,11,3
"org.apache.cxf.ws.rm.Proxy.invoke(OperationInfo, ProtocolVariation, Object[])",3,1,5,2
"org.apache.cxf.ws.rm.Proxy.createClient(Bus, Endpoint, ProtocolVariation, Conduit, EndpointReferenceType)",26,1,9,6
org.apache.cxf.ws.rm.Proxy.setReliableEndpoint(RMEndpoint),3,1,7,1
"org.apache.cxf.ws.rm.Proxy.RMClient.RMClient(Bus, Endpoint, ConduitSelector)",3,1,5,2
org.apache.cxf.ws.rm.Proxy.RMClient.onMessage(Message),4,1,2,4
org.apache.cxf.ws.rm.Proxy.createClient.(Anon_2).selectConduit(Message),15,2,2,6
org.apache.cxf.ws.rm.Proxy.createSequence.(Anon_1).run(),6,2,2,1
"org.apache.cxf.endpoint.ClientImpl.ClientImpl(Bus, Endpoint)",3,1,7,2
"org.apache.cxf.endpoint.ClientImpl.ClientImpl(Bus, Endpoint, Conduit)",3,1,3,3
"org.apache.cxf.endpoint.ClientImpl.ClientImpl(Bus, Endpoint, ConduitSelector)",6,1,9,7
"org.apache.cxf.endpoint.ClientImpl.ClientImpl(Bus, Service, QName, EndpointImplFactory)",16,3,6,12
org.apache.cxf.endpoint.ClientImpl.getBus(),3,1,1,1
org.apache.cxf.endpoint.ClientImpl.destroy(),36,8,5,17
org.apache.cxf.endpoint.ClientImpl.notifyLifecycleManager(),6,2,3,2
"org.apache.cxf.endpoint.ClientImpl.findEndpoint(Service, QName)",36,10,3,16
org.apache.cxf.endpoint.ClientImpl.getEndpoint(),3,1,14,3
org.apache.cxf.endpoint.ClientImpl.getRequestContext(),9,3,6,7
org.apache.cxf.endpoint.ClientImpl.getResponseContext(),6,2,1,6
org.apache.cxf.endpoint.ClientImpl.isThreadLocalRequestContext(),13,3,3,5
org.apache.cxf.endpoint.ClientImpl.setThreadLocalRequestContext(boolean),3,1,3,1
"org.apache.cxf.endpoint.ClientImpl.invoke(BindingOperationInfo, Object...)",3,1,4,1
"org.apache.cxf.endpoint.ClientImpl.invoke(String, Object...)",4,1,2,7
"org.apache.cxf.endpoint.ClientImpl.invoke(QName, Object...)",11,3,4,9
"org.apache.cxf.endpoint.ClientImpl.invokeWrapped(String, Object...)",4,1,2,7
"org.apache.cxf.endpoint.ClientImpl.invokeWrapped(QName, Object...)",8,2,4,7
"org.apache.cxf.endpoint.ClientImpl.invoke(BindingOperationInfo, Object[], Exchange)",16,2,6,7
"org.apache.cxf.endpoint.ClientImpl.invoke(BindingOperationInfo, Object[], Map<String, Object>)",14,3,5,6
"org.apache.cxf.endpoint.ClientImpl.invoke(ClientCallback, String, Object...)",6,1,3,6
"org.apache.cxf.endpoint.ClientImpl.invoke(ClientCallback, QName, Object...)",13,3,5,8
"org.apache.cxf.endpoint.ClientImpl.invokeWrapped(ClientCallback, String, Object...)",7,1,3,6
"org.apache.cxf.endpoint.ClientImpl.invokeWrapped(ClientCallback, QName, Object...)",11,2,5,6
"org.apache.cxf.endpoint.ClientImpl.invoke(ClientCallback, BindingOperationInfo, Object...)",5,1,5,0
"org.apache.cxf.endpoint.ClientImpl.invoke(ClientCallback, BindingOperationInfo, Object[], Map<String, Object>)",6,1,4,1
"org.apache.cxf.endpoint.ClientImpl.invoke(ClientCallback, BindingOperationInfo, Object[], Exchange)",6,1,4,1
"org.apache.cxf.endpoint.ClientImpl.invoke(ClientCallback, BindingOperationInfo, Object[], Map<String, Object>, Exchange)",7,1,5,1
"org.apache.cxf.endpoint.ClientImpl.invoke(BindingOperationInfo, Object[], Map<String, Object>, Exchange)",6,1,4,2
"org.apache.cxf.endpoint.ClientImpl.doInvoke(ClientCallback, BindingOperationInfo, Object[], Map<String, Object>, Exchange)",93,13,15,37
org.apache.cxf.endpoint.ClientImpl.completeExchange(Exchange),6,2,4,4
org.apache.cxf.endpoint.ClientImpl.enrichFault(Fault),20,4,2,7
"org.apache.cxf.endpoint.ClientImpl.processResult(Message, Exchange, BindingOperationInfo, Map<String, Object>)",57,14,12,21
org.apache.cxf.endpoint.ClientImpl.getException(Exchange),10,4,2,5
"org.apache.cxf.endpoint.ClientImpl.setContext(Map<String, Object>, Message)",8,3,5,4
org.apache.cxf.endpoint.ClientImpl.waitResponse(Exchange),25,5,8,13
"org.apache.cxf.endpoint.ClientImpl.setParameters(Object[], Message)",4,1,3,2
org.apache.cxf.endpoint.ClientImpl.onMessage(Message),127,24,20,45
org.apache.cxf.endpoint.ClientImpl.getConduit(),8,1,2,10
org.apache.cxf.endpoint.ClientImpl.prepareConduitSelector(Message),4,1,2,4
"org.apache.cxf.endpoint.ClientImpl.setOutMessageProperties(Message, BindingOperationInfo)",8,2,7,5
"org.apache.cxf.endpoint.ClientImpl.setExchangeProperties(Exchange, Endpoint, BindingOperationInfo)",56,8,12,16
org.apache.cxf.endpoint.ClientImpl.setupInterceptorChain(Endpoint),30,8,6,13
"org.apache.cxf.endpoint.ClientImpl.modifyChain(InterceptorChain, Message, boolean)",22,7,8,5
org.apache.cxf.endpoint.ClientImpl.setEndpoint(Endpoint),3,1,1,2
org.apache.cxf.endpoint.ClientImpl.getSynchronousTimeout(),3,1,1,1
org.apache.cxf.endpoint.ClientImpl.setSynchronousTimeout(int),3,1,2,1
org.apache.cxf.endpoint.ClientImpl.getConduitSelector(),3,1,7,2
org.apache.cxf.endpoint.ClientImpl.getConduitSelector(ConduitSelector),8,2,4,2
org.apache.cxf.endpoint.ClientImpl.setConduitSelector(ConduitSelector),3,2,2,2
org.apache.cxf.endpoint.ClientImpl.isPartialResponse(Message),3,1,4,3
org.apache.cxf.endpoint.ClientImpl.setExecutor(Executor),5,2,1,2
org.apache.cxf.endpoint.DeferredConduitSelector.DeferredConduitSelector(),3,1,1,2
org.apache.cxf.endpoint.DeferredConduitSelector.DeferredConduitSelector(Conduit),3,1,1,2
org.apache.cxf.endpoint.DeferredConduitSelector.prepare(Message),2,1,0,0
org.apache.cxf.endpoint.DeferredConduitSelector.selectConduit(Message),8,2,2,4
org.apache.cxf.endpoint.DeferredConduitSelector.getLogger(),3,1,1,1
org.apache.cxf.workqueue.SynchronousExecutor.SynchronousExecutor(),2,1,0,1
org.apache.cxf.workqueue.SynchronousExecutor.execute(Runnable),3,1,1,1
org.apache.cxf.workqueue.SynchronousExecutor.getInstance(),3,1,6,1
org.apache.cxf.workqueue.SynchronousExecutor.isA(Executor),3,1,7,1
"org.apache.cxf.ws.rm.RMEndpoint.RMEndpoint(RMManager, Endpoint)",14,1,5,21
org.apache.cxf.ws.rm.RMEndpoint.getManager(),3,1,44,1
org.apache.cxf.ws.rm.RMEndpoint.getApplicationEndpoint(),3,1,10,1
org.apache.cxf.ws.rm.RMEndpoint.getEndpoint(ProtocolVariation),3,1,21,2
org.apache.cxf.ws.rm.RMEndpoint.getService(ProtocolVariation),3,1,6,2
org.apache.cxf.ws.rm.RMEndpoint.getBindingInfo(ProtocolVariation),4,1,6,6
org.apache.cxf.ws.rm.RMEndpoint.getProxy(),3,1,17,1
org.apache.cxf.ws.rm.RMEndpoint.getServant(),3,1,7,1
org.apache.cxf.ws.rm.RMEndpoint.getDestination(),3,1,25,1
org.apache.cxf.ws.rm.RMEndpoint.setDestination(Destination),3,1,2,1
org.apache.cxf.ws.rm.RMEndpoint.getSource(),3,1,27,1
org.apache.cxf.ws.rm.RMEndpoint.setSource(Source),3,1,2,1
org.apache.cxf.ws.rm.RMEndpoint.getLastApplicationMessage(),3,1,7,1
org.apache.cxf.ws.rm.RMEndpoint.getApplicationMessageCount(),3,1,1,2
org.apache.cxf.ws.rm.RMEndpoint.receivedApplicationMessage(),4,1,3,3
org.apache.cxf.ws.rm.RMEndpoint.getLastControlMessage(),3,1,6,1
org.apache.cxf.ws.rm.RMEndpoint.getControlMessageCount(),3,1,1,2
org.apache.cxf.ws.rm.RMEndpoint.receivedControlMessage(),4,1,7,3
org.apache.cxf.ws.rm.RMEndpoint.getConduit(),3,1,5,1
org.apache.cxf.ws.rm.RMEndpoint.getConfiguration(),3,1,6,1
org.apache.cxf.ws.rm.RMEndpoint.getReplyTo(),3,1,5,1
"org.apache.cxf.ws.rm.RMEndpoint.handleAccept(String, long, Message)",6,2,6,2
"org.apache.cxf.ws.rm.RMEndpoint.handleAcknowledgment(String, long, Message)",16,5,13,6
"org.apache.cxf.ws.rm.RMEndpoint.initialise(RMConfiguration, Conduit, EndpointReferenceType, org.apache.cxf.transport.Destination, Message)",38,6,17,24
org.apache.cxf.ws.rm.RMEndpoint.createServices(),5,2,4,2
org.apache.cxf.ws.rm.RMEndpoint.createService(ProtocolVariation),20,2,7,20
org.apache.cxf.ws.rm.RMEndpoint.getSchema(),18,3,3,8
org.apache.cxf.ws.rm.RMEndpoint.createEndpoints(org.apache.cxf.transport.Destination),5,2,4,2
"org.apache.cxf.ws.rm.RMEndpoint.createEndpoint(org.apache.cxf.transport.Destination, ProtocolVariation)",31,5,10,25
org.apache.cxf.ws.rm.RMEndpoint.setPolicies(Message),29,6,9,17
"org.apache.cxf.ws.rm.RMEndpoint.buildInterfaceInfo(ServiceInfo, ProtocolVariation)",5,1,4,4
"org.apache.cxf.ws.rm.RMEndpoint.buildOperationInfo(InterfaceInfo, ProtocolVariation)",7,1,3,5
"org.apache.cxf.ws.rm.RMEndpoint.buildCreateSequenceOperationInfo(InterfaceInfo, ProtocolVariation)",38,1,7,19
"org.apache.cxf.ws.rm.RMEndpoint.buildTerminateSequenceOperationInfo(InterfaceInfo, ProtocolVariation)",33,2,9,20
"org.apache.cxf.ws.rm.RMEndpoint.buildSequenceAckOperationInfo(InterfaceInfo, ProtocolVariation)",9,1,4,7
"org.apache.cxf.ws.rm.RMEndpoint.buildCloseSequenceOperationInfo(InterfaceInfo, ProtocolVariation)",24,2,10,16
"org.apache.cxf.ws.rm.RMEndpoint.buildAckRequestedOperationInfo(InterfaceInfo, ProtocolVariation)",9,1,4,7
"org.apache.cxf.ws.rm.RMEndpoint.buildBindingInfo(ServiceInfo, ProtocolVariation)",53,4,7,32
"org.apache.cxf.ws.rm.RMEndpoint.addAction(BindingOperationInfo, String)",3,1,3,1
"org.apache.cxf.ws.rm.RMEndpoint.addAction(BindingOperationInfo, String, String)",13,3,6,6
org.apache.cxf.ws.rm.RMEndpoint.getUsingAddressing(EndpointInfo),24,7,5,5
org.apache.cxf.ws.rm.RMEndpoint.getUsingAddressing(List<ExtensibilityElement>),11,4,4,3
org.apache.cxf.ws.rm.RMEndpoint.setAplicationEndpoint(Endpoint),3,1,2,1
org.apache.cxf.ws.rm.RMEndpoint.setManager(RMManager),3,1,2,1
org.apache.cxf.ws.rm.RMEndpoint.shutdown(),30,9,9,19
org.apache.cxf.ws.rm.RMEndpoint.getProcessingSourceSequenceCount(),3,2,2,2
org.apache.cxf.ws.rm.RMEndpoint.getCompletedSourceSequenceCount(),3,2,2,2
org.apache.cxf.ws.rm.RMEndpoint.getProcessingDestinationSequenceCount(),3,2,2,2
org.apache.cxf.ws.rm.RMEndpoint.getCompletedDestinationSequenceCount(),3,2,2,2
org.apache.cxf.ws.rm.RMConstants.getWSRMNamespace(),1,1,3,1
org.apache.cxf.ws.rm.RMConstants.getCreateSequenceAction(),1,1,5,1
